title,note,url,tags,comment,source_list,status
The Fox and Pheasant,Gran pub cerca de Stamford Bridge. El dueño es James Blunt. Muy recomendable ir al sunday roast y pedir mesa en la terraza de afuera. En los partidos del Chelsea se llena.,https://www.google.com/maps/place/The+Fox+and+Pheasant/data=!4m2!3m1!1s0x4876057d60e01771:0xabaef6e4fb8e9248,,,London,visited
The Cinnamon Club,Muy buen restaurante de comida hindu en Westminster. Esta en una biblioteca antigua y todo mundo va muy elegante. Es un poco caro. El lamb muy recomendado.,https://www.google.com/maps/place/The+Cinnamon+Club/data=!4m2!3m1!1s0x487604dcbaf70a7b:0x5ac9d64cad7e9dc3,,,London,visited
Dishoom Shoreditch,Buenisimo restaurante de comida hindu. Muy recomendable hacer reservacion y pedir al centro para compartir. El pollo curry es un must. Muy buen ambiente de noche para drinks.,https://www.google.com/maps/place/Dishoom+Shoreditch/data=!4m2!3m1!1s0x48761cba02358bc5:0xe77da8b93c776df8,,,London,visited
Duck & Waffle,Vale la pena ir en un buen dia por la vista de todo Londres. La comida es buena pero un poco caro para lo que es. Lo que vale mucho la pena es el creme brule de fois gras.,https://www.google.com/maps/place/Duck+%26+Waffle/data=!4m2!3m1!1s0x48761cb295f6ff5f:0xb3e4152c8e522a3c,,,London,visited
Gold,"Muy buen restaurante con muy buen ambiente de noche. Muy recoemndable para echar drinks y la comida tambien muy buena. El pollo, la picanha y las sweet potatos buenisimas.",https://www.google.com/maps/place/Gold/data=!4m2!3m1!1s0x48760faec5b1b095:0xb0c0d04e0707c0d7,,,London,visited
Daunt Books Marylebone,Libreria muy cozy y muy padre para pasar el rato. Tienen muchos libros de muchas partes del mundo. Muy cool experiencia ir.,https://www.google.com/maps/place/Daunt+Books+Marylebone/data=!4m2!3m1!1s0x48761ad1f747024d:0xe690429c82b85882,,,London,visited
The Anglesea Arms,Pub con muy buen ambiente y gente joven con lugar para estar en la terraza. No hay musica pero excelente para ir con grupo de amigos y llegar temprano para tener mesa afuera.,https://www.google.com/maps/place/The+Anglesea+Arms/data=!4m2!3m1!1s0x487605663d2a06f5:0xed389bbb2012abe6,,,London,visited
The Orange Pub & Boutique Hotel Belgravia,Muy buen gastropub para comer/cenar mas tranquilo. La comida esta muy buena y si tienen la hamburguesa especial hay que pedirla. Tienen una parte de arriba que no conocimos pero que se ve muy cozy si hay mas gente.,https://www.google.com/maps/place/The+Orange+Pub+%26+Boutique+Hotel+Belgravia/data=!4m2!3m1!1s0x48760519d862fe39:0x9bac33c16e699909,,,London,visited
The Cow,Gran pub con muy buen ambiente y muy buena musica. Tambien hay comida y se ve muy buena y su especialidad son los ostiones. Hay un salon arriba pero si vas a comer que sea en la parte de abajo donde hay mejor ambiente.,https://www.google.com/maps/place/The+Cow/data=!4m2!3m1!1s0x48761003933af31b:0x529a0c34137ba8a5,,,London,visited
Borough Market,"Increible mercado de comida para comer ahi o para llevarte a tu casa como quesos, vinos, verduras, etc. Muy recomendables las fresas con chocolate. Hay varios pubs alrededor con buen ambiente.",https://www.google.com/maps/place/Borough+Market/data=!4m2!3m1!1s0x4876035775cf660f:0x3128e7e59ca044b9,,,London,visited
Duke of York Square,"Muy recomendado ir los sabados a comer al mercado. Se ponen muchos puestos en la pista de correr y puedes pedir desde sandwiches de carne, paella, callo de hacha y mas.",https://www.google.com/maps/place/Duke+of+York+Square/data=!4m2!3m1!1s0x48760515cdacfafb:0x2f07d2140f8c5c83,,,London,visited
BAO Soho,Buenisimo restaurante en Soho. Los baos todos muy buenos en especial el clasico y el de fried chicken. Hay que hacer cola entonces es recomendable ir a horas que no son tipicas de comida.,https://www.google.com/maps/place/BAO+Soho/data=!4m2!3m1!1s0x487604d4932fcec5:0xecf6cfbf979a9d8c,,,London,visited
Mestizo Restaurant & Margarita Bar,Restaurante mexicano con muy buen ambiente en Chelsea. La comida no la hemos probado pero muy buenas las margaritas. Esta bueno para comer tarde y quedarse en la sobremesa.,https://www.google.com/maps/place/Mestizo+Restaurant+%26+Margarita+Bar/data=!4m2!3m1!1s0x487605cefff4c6bb:0x26734e3aa234b582,,,London,visited
The Elephant And Castle,Pub muy local con buen ambiente en las tardes para estar en la parte de afuera. Buenisimo para ir despues de jugar tennis o estar en Holland Park.,https://www.google.com/maps/place/The+Elephant+And+Castle/data=!4m2!3m1!1s0x48760ff746d0bb39:0x2ce5aee8cacfbe7c,,,London,visited
The Westbourne,Pub con increible ambiente en dias soleados. Llenisimo de gente en la parte de afuera y gente joven. Tiene puras mesas diferentes muy cool.,https://www.google.com/maps/place/The+Westbourne/data=!4m2!3m1!1s0x48761003eff8ab8f:0xde267f642e991699,,,London,visited
The Pelican,Gastropub con muy buen ambiente. Muy cozy para cenar tambien y la comida buenisima. Super recomendado para ir a cenar temprano y quedarse en el pub a echar drinks. Hay que hacer reservacion para cenar.,https://www.google.com/maps/place/The+Pelican/data=!4m2!3m1!1s0x4876101c15a9da53:0xcdc6cad9ff55d224,,,London,visited
La mia Mamma Notting Hill,"Restaurante Italiano en donde cambian de region cada 3 meses, a nosotros nos toco Sicilia. Traen a señoras italianas a vivir a Londres y a cocinar. El carpaccio de res espectacular y las pastas de pistache y cacio pepe impresionantes. Las mejores pastas que hemos probado. Hay 3 sucursales, en esta vale la pena comer en la parte de adentro muy cozy.",https://www.google.com/maps/place/La+mia+Mamma+Notting+Hill/data=!4m2!3m1!1s0x487611c81c59c60b:0xf9bf668b162f790b,,,London,visited
FishWorks,Restaurante cool con un fish and chips buenisimo y tambien muy buenas las oysters. Tienen vino del dia que esta de descuento.,https://www.google.com/maps/place/FishWorks/data=!4m2!3m1!1s0x4876050fd21fdcbd:0x5f06b03425282491,,,London,visited
WatchHouse Somerset House,Una cafeteria increible en Somerset House. El chai helado esta impresionante. Muy buen lugar para trabajar con tu compu. Es entre cafeteria y restaurante.,https://www.google.com/maps/place/WatchHouse+Somerset+House/data=!4m2!3m1!1s0x487605589b05710f:0xcd74dc021abaf588,,,London,visited
L'Antica Pizzeria da Michele,Pizzeria traida desde Napoli. La pizza es de las mejores que hemos probado. Pedimos la margarita y estuvo buenisima.,https://www.google.com/maps/place/L'Antica+Pizzeria+da+Michele/data=!4m2!3m1!1s0x48761aced7722add:0x229ee7467eb2d385,,,London,visited
"The Surprise, Chelsea",Un pub en plena zona habitacional en Chelsea. Muy buen ambiente afuera del pub. La lager de la casa esta buenisima.,"https://www.google.com/maps/place/The+Surprise,+Chelsea/data=!4m2!3m1!1s0x487605131f28dfaf:0x1a2eeba010597169",,,London,visited
Payna,,https://www.google.com/maps/place/Payna/data=!4m2!3m1!1s0x85d1ff37d04d962d:0x23eacb5b039a2e3f,,,Wanna go,wanna_go
Salón Tropical Cartagena,,https://www.google.com/maps/place/Sal%C3%B3n+Tropical+Cartagena/data=!4m2!3m1!1s0x8ef62f480a027d9b:0xdada42e154f9a8ce,,,Wanna go,wanna_go
Ro upstairs,,https://www.google.com/maps/place/Ro+upstairs/data=!4m2!3m1!1s0x85d203000a2067b7:0xf0f9961f3624e05f,,,Wanna go,wanna_go
BRNO,,https://www.google.com/maps/place/BRNO/data=!4m2!3m1!1s0x85d1ff00698c6243:0x49a687d9808b5990,,,Wanna go,wanna_go
Votion Roma Norte,,https://www.google.com/maps/place/Votion+Roma+Norte/data=!4m2!3m1!1s0x85d1ff965aeb7375:0xd6792f3559222448,,,Wanna go,wanna_go
Baby Bar,,https://www.google.com/maps/place/Baby+Bar/data=!4m2!3m1!1s0x85d1ff899ac0312d:0x49890086eddc06a9,,,Wanna go,wanna_go
Rallado Quesería,,https://www.google.com/maps/place/Rallado+Queser%C3%ADa/data=!4m2!3m1!1s0x85d1ff12e9abe659:0x79f1a5c685fcb2ef,,,Wanna go,wanna_go
Lalo!,,https://www.google.com/maps/place/Lalo!/data=!4m2!3m1!1s0x85d1ff395f34802d:0x1c6328f5be71ded7,,,Wanna go,wanna_go
Ticuchi,,https://www.google.com/maps/place/Ticuchi/data=!4m2!3m1!1s0x85d1f8ab75cf106d:0xcb7b042857cecaa,,,Wanna go,wanna_go
Bar Mauro,,https://www.google.com/maps/place/Bar+Mauro/data=!4m2!3m1!1s0x85d1ffdbbe56d071:0x45466e37cb489b4e,,,Wanna go,wanna_go
Difane,,https://www.google.com/maps/place/Difane/data=!4m2!3m1!1s0x85d2012fd6bf3d65:0xd892d431e7783d93,,,Wanna go,wanna_go
Malcriado ( Condesa ),,https://www.google.com/maps/place/Malcriado+(+Condesa+)/data=!4m2!3m1!1s0x85d1ff2388c3b9df:0xa101bb145cf07a25,,,Wanna go,wanna_go
Alboroto,,https://www.google.com/maps/place/Alboroto/data=!4m2!3m1!1s0x85d1ff006b54ca05:0xff7c9993c6aae7a9,,,Wanna go,wanna_go
HART bagels & specialty coffee,,https://www.google.com/maps/place/HART+bagels+%26+specialty+coffee/data=!4m2!3m1!1s0x85d1ff7c98c95e73:0xb490a4cfee1e4581,,,Wanna go,wanna_go
ARDA,,https://www.google.com/maps/place/ARDA/data=!4m2!3m1!1s0x85d1ff2595aa187d:0x9026332b65e8111a,,,Wanna go,wanna_go
ACTIVO,,https://www.google.com/maps/place/ACTIVO/data=!4m2!3m1!1s0x85d201526f25cb59:0xabcafa3d155afe50,,,Wanna go,wanna_go
Pistilo,,https://www.google.com/maps/place/Pistilo/data=!4m2!3m1!1s0x85d1ff00253b00e7:0xabeb958ca599802c,,,Wanna go,wanna_go
Olaf Osteria,,https://www.google.com/maps/place/Olaf+Osteria/data=!4m2!3m1!1s0x85d1ffb336cff7a5:0xec109aad9279368a,,,Wanna go,wanna_go
Orbita,,https://www.google.com/maps/place/Orbita/data=!4m2!3m1!1s0x85d1ff9c2c5d9a45:0x5c77ef01daf4e725,,,Wanna go,wanna_go
Belly,,https://www.google.com/maps/place/Belly/data=!4m2!3m1!1s0x48761b1366d70ab5:0x7236ebf9cffe1b27,,,Wanna go,wanna_go
Hule,,https://www.google.com/maps/place/Hule/data=!4m2!3m1!1s0x85d1ffd6c927f8ed:0x80ed711da812e129,,,Wanna go,wanna_go
Makan,,https://www.google.com/maps/place/Makan/data=!4m2!3m1!1s0x85d1ff49dd1a3c8f:0xaad80010c54aa382,,,Wanna go,wanna_go
CASTIZO ROMA,,https://www.google.com/maps/place/CASTIZO+ROMA/data=!4m2!3m1!1s0x85d1ffca7137cb4b:0x314bab62f97065ab,,,Wanna go,wanna_go
Casa Imperial Polanco,,https://www.google.com/maps/place/Casa+Imperial+Polanco/data=!4m2!3m1!1s0x85d20171a6acf073:0x901368e73909b6a4,,,Wanna go,wanna_go
Momiji,,https://www.google.com/maps/place/Momiji/data=!4m2!3m1!1s0x85d2016299407225:0x614b4fd4dc84a173,,,Wanna go,wanna_go
El 98,,https://www.google.com/maps/place/El+98/data=!4m2!3m1!1s0x85d1ff1b34632371:0xeb3091a5e158c6e0,,,Wanna go,wanna_go
The Latimer Pub & Restaurant,,https://www.google.com/maps/place/The+Latimer+Pub+%26+Restaurant/data=!4m2!3m1!1s0x4876113495218749:0x40f2ca9630ce7ca0,,,Wanna go,wanna_go
Tiella Trattoria & Bar,,https://www.google.com/maps/place/Tiella+Trattoria+%26+Bar/data=!4m2!3m1!1s0x48761dd706640e2f:0xfe78aec95e185361,,,Wanna go,wanna_go
Quiero Gelato,,https://www.google.com/maps/place/Quiero+Gelato/data=!4m2!3m1!1s0x85d1fff22d0a5f0b:0xe003d1d99b56178b,,,Wanna go,wanna_go
Esca,,https://www.google.com/maps/place/Esca/data=!4m2!3m1!1s0x85d1ff007125a61f:0x39d02fbee6e85be4,,,Wanna go,wanna_go
Masa viva,,https://www.google.com/maps/place/Masa+viva/data=!4m2!3m1!1s0x85d1ff26d39d4461:0xe51596899e5c465a,,,Wanna go,wanna_go
Disco Café & Bar,,https://www.google.com/maps/place/Disco+Caf%C3%A9+%26+Bar/data=!4m2!3m1!1s0x85d1ff46f30578cb:0xde893c16847e101d,,,Wanna go,wanna_go
Recio,,https://www.google.com/maps/place/Recio/data=!4m2!3m1!1s0x85d1ffc691d27117:0xb58fceea4e66b5f5,,,Wanna go,wanna_go
El Mandarino,,https://www.google.com/maps/place/El+Mandarino/data=!4m2!3m1!1s0x85d1ff435497292d:0x6b87c036ec400145,,,Wanna go,wanna_go
Spruce,,https://www.google.com/maps/place/Spruce/data=!4m2!3m1!1s0x48760550bbe9764d:0x10809be46563bba2,,,Wanna go,wanna_go
Como La Flor,,https://www.google.com/maps/place/Como+La+Flor/data=!4m2!3m1!1s0x85d1ff0079e13f9b:0xfbe16451b105bd4,,,Wanna go,wanna_go
Calma Nail Bar - Condesa,,https://www.google.com/maps/place/Calma+Nail+Bar+-+Condesa/data=!4m2!3m1!1s0x85d1ff0f4c40f3d5:0x196aea7d3c137952,,,Wanna go,wanna_go
Tacos Domingo - Reforma,,https://www.google.com/maps/place/Tacos+Domingo+-+Reforma/data=!4m2!3m1!1s0x85d1ff00595b5a33:0xcc5d87bc7ef4bbba,,,Wanna go,wanna_go
Crissis Crissis,,https://www.google.com/maps/place/Crissis+Crissis/data=!4m2!3m1!1s0x85d20100428409c9:0xd37259e1da8313f6,,,Wanna go,wanna_go
Buna - Café Rico,,https://www.google.com/maps/place/Buna+-+Caf%C3%A9+Rico/data=!4m2!3m1!1s0x85d1ff30eb858d85:0x263ee4f447c7779,,,Wanna go,wanna_go
Café De Las Artes,,https://www.google.com/maps/place/Caf%C3%A9+De+Las+Artes/data=!4m2!3m1!1s0x85d200024b1065c7:0x8bed44b572baea2a,,,Wanna go,wanna_go
Señor Croissant,,https://www.google.com/maps/place/Se%C3%B1or+Croissant/data=!4m2!3m1!1s0x85d1ffefb45019c5:0xd0fa00958aab4789,,,Wanna go,wanna_go
Carajo Maria,,https://www.google.com/maps/place/Carajo+Maria/data=!4m2!3m1!1s0x85d1ffd81206d9e7:0x95cf1ddc65226d66,,,Wanna go,wanna_go
Don Vergas Mariscos,,https://www.google.com/maps/place/Don+Vergas+Mariscos/data=!4m2!3m1!1s0x85d1ff00223f0985:0x845ca35be33d5d44,,,Wanna go,wanna_go
Crown & Hart Pub,,https://www.google.com/maps/place/Crown+%26+Hart+Pub/data=!4m2!3m1!1s0x85d1ffdb9bebd49b:0xe2686928a9779648,,,Wanna go,wanna_go
COMPAY CAFÉ,,https://www.google.com/maps/place/COMPAY+CAF%C3%89/data=!4m2!3m1!1s0x85d1ff000df55091:0x60416c36683f2733,,,Wanna go,wanna_go
ISMO,,https://www.google.com/maps/place/ISMO/data=!4m2!3m1!1s0x85d1ffb615ff1e5b:0x504df8c1db0fe6ad,,,Wanna go,wanna_go
El Compita Taquería,,https://www.google.com/maps/place/El+Compita+Taquer%C3%ADa/data=!4m2!3m1!1s0x85d1ff4fa8a0f1d7:0x296825968fcbf38d,,,Wanna go,wanna_go
MAMAPAPA,,https://www.google.com/maps/place/MAMAPAPA/data=!4m2!3m1!1s0x85d1ff9082346959:0xea8acd0204d2afe4,,,Wanna go,wanna_go
FRITANGUITA,,https://www.google.com/maps/place/FRITANGUITA/data=!4m2!3m1!1s0x85d1ff001507d631:0x11156d096795c88d,,,Wanna go,wanna_go
TONCHIN MEXICO CITY,,https://www.google.com/maps/place/TONCHIN+MEXICO+CITY/data=!4m2!3m1!1s0x85d1ffdcd181c567:0x78122a348a8049f7,,,Wanna go,wanna_go
LENEZ Bar de vinos,,https://www.google.com/maps/place/LENEZ+Bar+de+vinos/data=!4m2!3m1!1s0x85d1ff49d8e1aaab:0x1eaa2dfa0c756edc,,,Wanna go,wanna_go
Magazzino,,https://www.google.com/maps/place/Magazzino/data=!4m2!3m1!1s0x85d1ff13b1b519ff:0xe5dab33cb6c097fe,,,Wanna go,wanna_go
Taqueria La Estrella,,https://www.google.com/maps/place/Taqueria+La+Estrella/data=!4m2!3m1!1s0x85d1ff811b62782f:0x296a70bf9ca236dc,,,Wanna go,wanna_go
Cafe Ocaso,,https://www.google.com/maps/place/Cafe+Ocaso/data=!4m2!3m1!1s0x85d1ff0061c69e11:0xd1615e6b923b89c2,,,Wanna go,wanna_go
Taverna,,https://www.google.com/maps/place/Taverna/data=!4m2!3m1!1s0x85d1ffa2da192337:0xb10c3bd5a92fe6dd,,,Wanna go,wanna_go
Balagán,,https://www.google.com/maps/place/Balag%C3%A1n/data=!4m2!3m1!1s0x85d1ffe1d3d46337:0x2abd8ab96d5fbe5d,,,Wanna go,wanna_go
SUKAI,,https://www.google.com/maps/place/SUKAI/data=!4m2!3m1!1s0x85d1ff5f6842e4f7:0x575f150ac02534e,,,Wanna go,wanna_go
MILPA,,https://www.google.com/maps/place/MILPA/data=!4m2!3m1!1s0x85d1ff958ed5ef63:0xba90a3dadbc0b403,,,Wanna go,wanna_go
The Carpenter's Arms,,https://www.google.com/maps/place/The+Carpenter's+Arms/data=!4m2!3m1!1s0x48760e49c13d8b97:0x746ffd4c0de3d29c,,,Wanna go,wanna_go
Vacaciones,,https://www.google.com/maps/place/Vacaciones/data=!4m2!3m1!1s0x85d1f90026714a33:0x1a7fb25dc99b8b48,,,Wanna go,wanna_go
La Cocina del Bizco,,https://www.google.com/maps/place/La+Cocina+del+Bizco/data=!4m2!3m1!1s0x85d1ff0000f03b53:0x3315b5b8246ad3ca,,,Wanna go,wanna_go
Lindy,,https://www.google.com/maps/place/Lindy/data=!4m2!3m1!1s0x85d1ffedb5413041:0x6b82503ff7926e00,,,Wanna go,wanna_go
Tacos Hola El Güero,,https://www.google.com/maps/place/Tacos+Hola+El+G%C3%BCero/data=!4m2!3m1!1s0x85d1ff410c04e265:0x3a4d191d1fd40fa5,,,Wanna go,wanna_go
Amorcita Gelato,,https://www.google.com/maps/place/Amorcita+Gelato/data=!4m2!3m1!1s0x85d1ffbb381cf8bb:0xc78eefaaa75e438a,,,Wanna go,wanna_go
madde.,Pedir pastel de platano,https://www.google.com/maps/place/madde./data=!4m2!3m1!1s0x85d1ff817b2a0a41:0x15d64941276b5953,,,Wanna go,wanna_go
Owl Bar (Speakeasy),,https://www.google.com/maps/place/Owl+Bar+(Speakeasy)/data=!4m2!3m1!1s0x85d1ff00569089ab:0x960cb4a293bf3845,,,Wanna go,wanna_go
Principal Cafe,Cafe en las mananas y cenar y sobremesa,https://www.google.com/maps/place/Principal+Cafe/data=!4m2!3m1!1s0x85d1ff001c3a8697:0x7b66aa6e592a4346,,,Wanna go,wanna_go
Lounge Fernando,,https://www.google.com/maps/place/Lounge+Fernando/data=!4m2!3m1!1s0x85d1ff405cd15555:0xe377fac36ae63e79,,,Wanna go,wanna_go
Marea Restaurante de Mar,,https://www.google.com/maps/place/Marea+Restaurante+de+Mar/data=!4m2!3m1!1s0x85d1ffe4cca9f1db:0xf05d4319427df20d,,,Wanna go,wanna_go
tu es,Matcha deli y cozy,https://www.google.com/maps/place/tu+es/data=!4m2!3m1!1s0x85d1ffa3684e24a5:0xfc010582c416ce26,,,Wanna go,wanna_go
Testarudo Café,Buen lugar para trabajar,https://www.google.com/maps/place/Testarudo+Caf%C3%A9/data=!4m2!3m1!1s0x85d1ff8037353ecb:0x54b49e5fcb2bfd16,,,Wanna go,wanna_go
Cupido Café,,https://www.google.com/maps/place/Cupido+Caf%C3%A9/data=!4m2!3m1!1s0x85d1ff0039f140ab:0xc89bdc526d523c27,,,Wanna go,wanna_go
Constela Café,Cafesito para trabajar,https://www.google.com/maps/place/Constela+Caf%C3%A9/data=!4m2!3m1!1s0x85d203c10855d2a9:0xb9435b110ab81699,,,Wanna go,wanna_go
Constela Café,Cafesito para trabajar,https://www.google.com/maps/place/Constela+Caf%C3%A9/data=!4m2!3m1!1s0x85d1ffd011d51ab5:0xc7c263276fb7a5b,,,Wanna go,wanna_go
Fugu Sushi,Sushi q le pides am chef lo q te recomiende y es deli. Mini barra de 7 lugares,https://www.google.com/maps/place/Fugu+Sushi/data=!4m2!3m1!1s0x85d1ff0c3a06dd6b:0xefbf26874070d653,,,Wanna go,wanna_go
Kotsu,"Niguiris, cerveza y sake ilimitados por dos horas",https://www.google.com/maps/place/Kotsu/data=!4m2!3m1!1s0x85d1ff37f783ffff:0x1d28489e315eaa53,,,Wanna go,wanna_go
KOYI SUSHI SAN MIGUEL,"Sushi casual, bowl de cangrejo es bueno dicen",https://www.google.com/maps/place/KOYI+SUSHI+SAN+MIGUEL/data=!4m2!3m1!1s0x85d1ffbdf82301ef:0xde6d49379f71532f,,,Wanna go,wanna_go
Nommo Sushi,Sushi casual y no muy caro,https://www.google.com/maps/place/Nommo+Sushi/data=!4m2!3m1!1s0x85d1ff055d19ce3b:0x75edd4be7b372a4e,,,Wanna go,wanna_go
Diamantina,,https://www.google.com/maps/place/Diamantina/data=!4m2!3m1!1s0x85d1ff0008b5826f:0x4e78411e15977e14,,,Wanna go,wanna_go
RUIDO,,https://www.google.com/maps/place/RUIDO/data=!4m2!3m1!1s0x85d1ff65981a1229:0x1420219c5f0ee22b,,,Wanna go,wanna_go
Jellyfish,"Lugar para desconectarte, leer y postre",https://www.google.com/maps/place/Jellyfish/data=!4m2!3m1!1s0x85d1ff0052d169a9:0x648adc229d486d54,,,Wanna go,wanna_go
Cafeteria Ideal,Para romantic dinner,https://www.google.com/maps/place/Cafeteria+Ideal/data=!4m2!3m1!1s0x85d1ff30fd8584ab:0xce6b4316e5138ff3,,,Wanna go,wanna_go
Izakalle,,https://www.google.com/maps/place/Izakalle/data=!4m2!3m1!1s0x85d1ff007546263f:0x3cee10abbf464a7f,,,Wanna go,wanna_go
orkidé,,https://www.google.com/maps/place/orkid%C3%A9/data=!4m2!3m1!1s0x85d1ff65686ed511:0x1da8955e188164a0,,,Wanna go,wanna_go
Marne Café,,https://www.google.com/maps/place/Marne+Caf%C3%A9/data=!4m2!3m1!1s0x85d1ff005e7841fd:0xd91fd699ac561e8,,,Wanna go,wanna_go
Raku Café,,https://www.google.com/maps/place/Raku+Caf%C3%A9/data=!4m2!3m1!1s0x85d1ff461e705985:0x42680ca337973ddb,,,Wanna go,wanna_go
Ritmo Café,,https://www.google.com/maps/place/Ritmo+Caf%C3%A9/data=!4m2!3m1!1s0x85d1ff9434f2ae51:0x992303fb322bc28,,,Wanna go,wanna_go
Via Romana Deli,,https://www.google.com/maps/place/Via+Romana+Deli/data=!4m2!3m1!1s0x48760da897d2acb1:0xd2c7a92b1e0d0e,,,Wanna go,wanna_go
Av. Clavería 157,Taqueria el paisa. Tacos de pstor favoritos de tacotios,https://www.google.com/maps/place/Av.+Claver%C3%ADa+157/data=!4m2!3m1!1s0x85d1f89ade7726f1:0xa21e1e5c3bcfb9ff,,,Wanna go,wanna_go
Taqueria los pacientes,Pedir el de hamburguesa aplastada,https://www.google.com/maps/place/Taqueria+los+pacientes/data=!4m2!3m1!1s0x85d1ff601e30d541:0x800e331a6c92a236,,,Wanna go,wanna_go
Siembra Taquería,,https://www.google.com/maps/place/Siembra+Taquer%C3%ADa/data=!4m2!3m1!1s0x85d1f950aa53b059:0x8544886ee93134c8,,,Wanna go,wanna_go
Tacos del Valle (Roma Norte),,https://www.google.com/maps/place/Tacos+del+Valle+(Roma+Norte)/data=!4m2!3m1!1s0x85d1ff0038236413:0x95ae6d6cb0ac8681,,,Wanna go,wanna_go
Chetito,,https://www.google.com/maps/place/Chetito/data=!4m2!3m1!1s0x85d1ff80711c2cdd:0x3be6f44926d9896a,,,Wanna go,wanna_go
Chetito,,https://www.google.com/maps/place/Chetito/data=!4m2!3m1!1s0x85d1ff391e26f125:0xa280eaf18c3a58ea,,,Wanna go,wanna_go
Jowong,,https://www.google.com/maps/place/Jowong/data=!4m2!3m1!1s0x85d1ffefce767dcf:0xe4daa53078519269,,,Wanna go,wanna_go
Ostería 8,Barato italiano,https://www.google.com/maps/place/Oster%C3%ADa+8/data=!4m2!3m1!1s0x85d1ffe970c5d2dd:0x57eca2efc8975aa6,,,Wanna go,wanna_go
Sente,Lo vi caminando en la calle,https://www.google.com/maps/place/Sente/data=!4m2!3m1!1s0x85d1ff00587012eb:0x8e327df52d136bb1,,,Wanna go,wanna_go
CANA,,https://www.google.com/maps/place/CANA/data=!4m2!3m1!1s0x85d1ff2d8c095555:0xa9c930b3964cf28c,,,Wanna go,wanna_go
The Mat MX,,https://www.google.com/maps/place/The+Mat+MX/data=!4m2!3m1!1s0x85d1ff8010a6cb99:0x224175631e2ad0a6,,,Wanna go,wanna_go
Filigrana,,https://www.google.com/maps/place/Filigrana/data=!4m2!3m1!1s0x85d1ff0a75bd0915:0x5642f90afc58edfd,,,Wanna go,wanna_go
Roselle,Para echar drink en la noche,https://www.google.com/maps/place/Roselle/data=!4m2!3m1!1s0x85d1ff0d7c91da47:0x4b32da45c83260f8,,,Wanna go,wanna_go
99 Records,,https://www.google.com/maps/place/99+Records/data=!4m2!3m1!1s0x85d1ffa0ce9d8e61:0xf9042e0082074c0,,,Wanna go,wanna_go
Roma Records,,https://www.google.com/maps/place/Roma+Records/data=!4m2!3m1!1s0x85d1ff39a7969ee1:0xa2e99b92a09f1146,,,Wanna go,wanna_go
Cafe Milou,,https://www.google.com/maps/place/Cafe+Milou/data=!4m2!3m1!1s0x85d1ff4591b6aaab:0x75a15484dd5fc449,,,Wanna go,wanna_go
SAN さん Matcha,,https://www.google.com/maps/place/SAN+%E3%81%95%E3%82%93+Matcha/data=!4m2!3m1!1s0x85d1ffd40b32a277:0x47acdf9cbc2fc2e7,,,Wanna go,wanna_go
PLONK,,https://www.google.com/maps/place/PLONK/data=!4m2!3m1!1s0x85d1ffcb11c2ccfb:0xd325bce679981c20,,,Wanna go,wanna_go
La Once Mil - Lomas,,https://www.google.com/maps/place/La+Once+Mil+-+Lomas/data=!4m2!3m1!1s0x85d201651c52ff7b:0x21373fd666b1fb33,,,Wanna go,wanna_go
Biblioteca Vasconcelos,,https://www.google.com/maps/place/Biblioteca+Vasconcelos/data=!4m2!3m1!1s0x85d1f8d97f5adfe9:0xab381ade506b433d,,,Wanna go,wanna_go
Derretido,,https://www.google.com/maps/place/Derretido/data=!4m2!3m1!1s0x85d1ffa3170d81f9:0x769546951e55f3c9,,,Wanna go,wanna_go
Barra Lupe,Mezcalitas,https://www.google.com/maps/place/Barra+Lupe/data=!4m2!3m1!1s0x85d1ff00095ae2d5:0x7e404f5d44f42518,,,Wanna go,wanna_go
Redonda,,https://www.google.com/maps/place/Redonda/data=!4m2!3m1!1s0x85d1ff10988c9837:0x55731fcf91c7ca43,,,Wanna go,wanna_go
Dr. Pizza,,https://www.google.com/maps/place/Dr.+Pizza/data=!4m2!3m1!1s0x85d1ff0178515a0f:0xe736594f719f2747,,,Wanna go,wanna_go
Lolo Miscelánea Editorial,,https://www.google.com/maps/place/Lolo+Miscel%C3%A1nea+Editorial/data=!4m2!3m1!1s0x85d1ff002e9b9b07:0x36d409b740d3ddeb,,,Wanna go,wanna_go
La Emperatriz Café,,https://www.google.com/maps/place/La+Emperatriz+Caf%C3%A9/data=!4m2!3m1!1s0x85d20100766be061:0x789f9c51b5dca46d,,,Wanna go,wanna_go
Poppy Wellness Lounge,,https://www.google.com/maps/place/Poppy+Wellness+Lounge/data=!4m2!3m1!1s0x85d1ff5233c0cdc9:0xd96be8145f602bc3,,,Wanna go,wanna_go
Filosa,,https://www.google.com/maps/place/Filosa/data=!4m2!3m1!1s0x85b8f9d4c7e09ee3:0x1505c31e8a708aa3,,,Wanna go,wanna_go
La 89,,https://www.google.com/maps/place/La+89/data=!4m2!3m1!1s0x85d1ff004a74dfcb:0xf5d95518a31be835,,,Wanna go,wanna_go
Campobaja,,https://www.google.com/maps/place/Campobaja/data=!4m2!3m1!1s0x85d1ff3a9ef407fb:0x71e17d14526c047b,,,Wanna go,wanna_go
Supplì,,https://www.google.com/maps/place/Suppl%C3%AC/data=!4m2!3m1!1s0x85d1fffc5ad85f3b:0x7ab6f475134e71b8,,,Wanna go,wanna_go
