Title,Note,URL,Tags,Comment
Hidden Grooves,,https://www.google.com/maps/place/Hidden+Grooves/data=!4m2!3m1!1s0x48761d000ddcaa7d:0x7349c2c72dba0da4,,
Lagana,,https://www.google.com/maps/place/Lagana/data=!4m2!3m1!1s0x48761d14904cb057:0x225c79e31ffaf0d8,,
Taq,,https://www.google.com/maps/place/Taq/data=!4m2!3m1!1s0x487611005b50d56f:0x260b9c1412ffa4a,,
A Bar with Shapes for a Name,,https://www.google.com/maps/place/A+Bar+with+Shapes+for+a+Name/data=!4m2!3m1!1s0x48761d62f3361eaf:0x4008bf508ccde14d,,
Lucia's,,https://www.google.com/maps/place/Lucia's/data=!4m2!3m1!1s0x48761d002ec82b4d:0x81d6277e7d23c0bb,,
CRATE Bar & Pizzeria Hackney Wick,,https://www.google.com/maps/place/CRATE+Bar+%26+Pizzeria+Hackney+Wick/data=!4m2!3m1!1s0x48761d6cc179a7cf:0xf10e028226dd377e,,
The Two Brewers,,https://www.google.com/maps/place/The+Two+Brewers/data=!4m2!3m1!1s0x48767afb221e3157:0x5fe1ec3c489edee4,,
It's Bagels Primrose Hill,,https://www.google.com/maps/place/It's+Bagels+Primrose+Hill/data=!4m2!3m1!1s0x48761b0d04dd3f67:0xfb4c147087661575,,
MOTH Club,,https://www.google.com/maps/place/MOTH+Club/data=!4m2!3m1!1s0x48761ce4c41f26d3:0xc0d56d30ff53f675,,
Ria's,,https://www.google.com/maps/place/Ria's/data=!4m2!3m1!1s0x487611c8842cff15:0xa6ab6703fef50896,,
Aragon House,Pub con terraza increible,https://www.google.com/maps/place/Aragon+House/data=!4m2!3m1!1s0x48760fa276181f67:0x1dbc6ea20d2b78df,,
Pappa Ciccia,Buena pizza para take away,https://www.google.com/maps/place/Pappa+Ciccia/data=!4m2!3m1!1s0x48760f9f0554af5b:0xb339d2676a155fa2,,
The Princess Royal Pub & Boutique Hotel Notting Hill,,https://www.google.com/maps/place/The+Princess+Royal+Pub+%26+Boutique+Hotel+Notting+Hill/data=!4m2!3m1!1s0x487610021b5df5a1:0x5cf37bdb30b9451e,,
AGORA souvla bar,,https://www.google.com/maps/place/AGORA+souvla+bar/data=!4m2!3m1!1s0x48760355467ce93b:0x1aeee3ddc86c07b5,,
B Bagel,,https://www.google.com/maps/place/B+Bagel/data=!4m2!3m1!1s0x4876056364e36f0f:0x889aec2a11393685,,
La Fromagerie,,https://www.google.com/maps/place/La+Fromagerie/data=!4m2!3m1!1s0x48761ad20372fc43:0x1757998f7724c280,,
Crunch - sandwich[up]rising,,https://www.google.com/maps/place/Crunch+-+sandwich%5Bup%5Drising/data=!4m2!3m1!1s0x487605514ffcd71b:0x726ad1fc9059863d,,
Brat x Climpson's Arch,,https://www.google.com/maps/place/Brat+x+Climpson's+Arch/data=!4m2!3m1!1s0x48761dd50689a233:0xd7e85b76f70f8f98,,
Mad Cats,,https://www.google.com/maps/place/Mad+Cats/data=!4m2!3m1!1s0x48761d075a3f37d5:0x29664a8094ef8b1b,,
Josephine Bouchon - Chelsea,Buenísimo frances,https://www.google.com/maps/place/Josephine+Bouchon+-+Chelsea/data=!4m2!3m1!1s0x4876050049d1ec0d:0xe43cc0c98587981a,,
District - Battersea Park,Lugar deli para trabajar ,https://www.google.com/maps/place/District+-+Battersea+Park/data=!4m2!3m1!1s0x487605270392b365:0x875cbc96eae973f7,,
BookBar Chelsea,Libreria para leer o trabajar con cafesito muy agusto,https://www.google.com/maps/place/BookBar+Chelsea/data=!4m2!3m1!1s0x487605b4d11b3eef:0x128b3f1cc890087f,,
New Forms,Bar y cafe muy agusto para platicar. El matcha esta deli! Tienen viniles y musica con audio muy pro,https://www.google.com/maps/place/New+Forms/data=!4m2!3m1!1s0x487605dd70c906c3:0xc032c01ca696e02c,,
ACRE,Comida deli! El toast de ostiones uff,https://www.google.com/maps/place/ACRE/data=!4m2!3m1!1s0x4876111056f8d687:0xa5f8696374cee5fb,,
The Faltering Fullback,Pub para ver deportes y hay comida thai,https://www.google.com/maps/place/The+Faltering+Fullback/data=!4m2!3m1!1s0x48761b90611aa6a9:0xdbcd51b011b3430c,,
Over Under Coffee,,https://www.google.com/maps/place/Over+Under+Coffee/data=!4m2!3m1!1s0x48760f8b68e4904f:0xf4bc8f5e12c977e9,,
FILTRD,,https://www.google.com/maps/place/FILTRD/data=!4m2!3m1!1s0x4876053afa7b5da5:0xd6859bfa86f1c7c6,,
Eel Sushi Bar,Deli el winter menu! Super calidad,https://www.google.com/maps/place/Eel+Sushi+Bar/data=!4m2!3m1!1s0x487611001bbbe42d:0xd552e77a435971e5,,
Story Coffee - Brunch and Cafe,,https://www.google.com/maps/place/Story+Coffee+-+Brunch+and+Cafe/data=!4m2!3m1!1s0x48760f1f3bcc62b9:0xd70f0879442a3cc7,,
It's Bagels Notting Hill,,https://www.google.com/maps/place/It's+Bagels+Notting+Hill/data=!4m2!3m1!1s0x48760f629ff54ba5:0xbefb0767cac3af92,,
Dove Restaurant,,https://www.google.com/maps/place/Dove+Restaurant/data=!4m2!3m1!1s0x4876118aacddb611:0x12530b5e47bc4324,,
Dorian Restaurant,La mejor carne del mundo por mucho,https://www.google.com/maps/place/Dorian+Restaurant/data=!4m2!3m1!1s0x48761165d6785947:0x13c5c116da4ae866,,
"The Holland, Kensington",Gastropub local deli y muy agusto,"https://www.google.com/maps/place/The+Holland,+Kensington/data=!4m2!3m1!1s0x48760f83be90b989:0x2bb23347c964bd2b",,
Compane,,https://www.google.com/maps/place/Compane/data=!4m2!3m1!1s0x48761b08aba486b5:0x2854e65e43875863,,
BAO Noodle Shop,,https://www.google.com/maps/place/BAO+Noodle+Shop/data=!4m2!3m1!1s0x48761ddde7c030f1:0xab65baefda1490f0,,
EQUAL PARTS,,https://www.google.com/maps/place/EQUAL+PARTS/data=!4m2!3m1!1s0x48761d6230a1de73:0xcd8d2e442311bfa2,,
Miga,,https://www.google.com/maps/place/Miga/data=!4m2!3m1!1s0x48761d00378845b5:0xa11dc3975c479366,,
Katsute 100,,https://www.google.com/maps/place/Katsute+100/data=!4m2!3m1!1s0x48761b5d3da5113f:0xc721de43fb65c1d7,,
Bancone Covent Garden,Pasta deli! Pedirse la tradicional con yema y nuez,https://www.google.com/maps/place/Bancone+Covent+Garden/data=!4m2!3m1!1s0x487604ce7e57942f:0x2ba07c05296427b,,
Zephyr Notting Hill,,https://www.google.com/maps/place/Zephyr+Notting+Hill/data=!4m2!3m1!1s0x48760f73148e5029:0x2c3d98b80abddcdf,,
Tamila,,https://www.google.com/maps/place/Tamila/data=!4m2!3m1!1s0x487605f775554e5d:0x6a1694154dae82e0,,
Dāku Coffee Kensington,,https://www.google.com/maps/place/D%C4%81ku+Coffee+Kensington/data=!4m2!3m1!1s0x48760fb34cba3ed5:0x9949825642abe13b,,
The Delaunay,,https://www.google.com/maps/place/The+Delaunay/data=!4m2!3m1!1s0x487605b13a03ae5d:0xae1464e156fc8208,,
Cahoots Underground,,https://www.google.com/maps/place/Cahoots+Underground/data=!4m2!3m1!1s0x487604d507ab69fb:0xbbfbc270f421a878,,
The Wigmore,Cheese tostie deliii!! Un pub muy bueno como para invierno,https://www.google.com/maps/place/The+Wigmore/data=!4m2!3m1!1s0x48761ad5a81aaaab:0xae8e509962b393a5,,
Firebird | Restaurant & Wine Bar,"Tuna tartar, stake tartar y halloumi deli!!! El lugar muy agusto, la margarita con mezcal buenisima",https://www.google.com/maps/place/Firebird+%7C+Restaurant+%26+Wine+Bar/data=!4m2!3m1!1s0x48761b3d79fc3b5b:0x2b517b3f5f64160,,
Waxy O'Connor's London,,https://www.google.com/maps/place/Waxy+O'Connor's+London/data=!4m2!3m1!1s0x487604d3cadafa23:0x13b38a07e7631340,,
Experimental Cocktail Club Chinatown,Lugar que cierra tarde para drinksx pedirse el Kota ternate y negroni. Buen ambiente,https://www.google.com/maps/place/Experimental+Cocktail+Club+Chinatown/data=!4m2!3m1!1s0x487604d24c1e7bd3:0xdef97653196fb5fd,,
The Devonshire,,https://www.google.com/maps/place/The+Devonshire/data=!4m2!3m1!1s0x487605074d79cfb1:0x3f0b094216e3000e,,
It’s Bagels Soho,,https://www.google.com/maps/place/It%E2%80%99s+Bagels+Soho/data=!4m2!3m1!1s0x487605002a732007:0x6439c4de46a39aa5,,
Berners Tavern,,https://www.google.com/maps/place/Berners+Tavern/data=!4m2!3m1!1s0x48761b2b657c41e5:0x5593682c9b218977,,
OMA,Muy buen restaurante de comida griega. El orzo con oxtail impresionante. Bueno el martini tambien. Se ve que puede tener mejor ambiente el restaurante de abajo.,https://www.google.com/maps/place/OMA/data=!4m2!3m1!1s0x487603999336cae1:0xc90fb04e06d5a838,,
Bar Levan,Gran wine bar con platillos para paicar. Muy cool el ambiente y muy buena la comida. Tienen dias de oysters y de wine tastings.,https://www.google.com/maps/place/Bar+Levan/data=!4m2!3m1!1s0x4876038f3490fdf3:0x4fae307dc5305a6e,,
SUSHISAMBA London,,https://www.google.com/maps/place/SUSHISAMBA+London/data=!4m2!3m1!1s0x48761cb296f1fb8b:0x105009a373c43f23,,
Kings Mediterranean,Mejor kebab de london! Esta casi abierto 24/7. El chicken shawarma deli ,https://www.google.com/maps/place/Kings+Mediterranean/data=!4m2!3m1!1s0x48760f8bb499b089:0xc4ad0b0f07dddcdd,,
Wild Tavern,,https://www.google.com/maps/place/Wild+Tavern/data=!4m2!3m1!1s0x487605513eb8165b:0xfd5206ddade44221,,
The Duke of Edinburgh,,https://www.google.com/maps/place/The+Duke+of+Edinburgh/data=!4m2!3m1!1s0x4876045d27c0a51b:0xb321b3946c7883bc,,
Crisp W1,Best pizza ever,https://www.google.com/maps/place/Crisp+W1/data=!4m2!3m1!1s0x4876050052989425:0x3add31d977ed5dab,,
21 Grams fulham,,https://www.google.com/maps/place/21+Grams+fulham/data=!4m2!3m1!1s0x48760f5f21cbd1cd:0xd2efb74081675f78,,
Italo,Muy rico deli en un lugar muy original y con estilo neighborhood. Tienen dos sandwiches que cambian diario y muy buenos. Te atiende un niño de 6 años muy chistoso,https://www.google.com/maps/place/Italo/data=!4m2!3m1!1s0x487604ed9fd2877b:0x4998b1e56982cc49,,
The Wallace Collection,,https://www.google.com/maps/place/The+Wallace+Collection/data=!4m2!3m1!1s0x48761acd7d993b73:0xc11d6276bbfec573,,
"""mu""",,https://www.google.com/maps/place/%22mu%22/data=!4m2!3m1!1s0x48761db487301e21:0x9677392c5f0f06ae,,
Canal Restaurant,,https://www.google.com/maps/place/Canal+Restaurant/data=!4m2!3m1!1s0x4876111a366d2413:0xa55b4fe77b056536,,
London Cheesemongers,,https://www.google.com/maps/place/London+Cheesemongers/data=!4m2!3m1!1s0x48760515fd1fd291:0x41eee47ab111bdf0,,
The Walmer Castle,,https://www.google.com/maps/place/The+Walmer+Castle/data=!4m2!3m1!1s0x48761002a8bb5b93:0x30d26166d518ff3f,,
Sol's,Cool wine bar para ir pero solo en date porque se llena y esta chiquito. La comida se ve rica.,https://www.google.com/maps/place/Sol's/data=!4m2!3m1!1s0x487605d83b0741ad:0x747bb114d7bef64,,
Colbert,A fran no le gusto pero es spot para comer si es que quieres afyera,https://www.google.com/maps/place/Colbert/data=!4m2!3m1!1s0x487605163ec39119:0xc92aef651ac0cfca,,
Dozo,Deli el bowl! Take away,https://www.google.com/maps/place/Dozo/data=!4m2!3m1!1s0x48760567ef4d1361:0x4fa2f0d12e3eff33,,
Carousel,,https://www.google.com/maps/place/Carousel/data=!4m2!3m1!1s0x48761acc50a4c787:0x7283ba1c4de0551,,
Granger & Co. Marylebone,,https://www.google.com/maps/place/Granger+%26+Co.+Marylebone/data=!4m2!3m1!1s0x48761b1437c74c55:0x215fa4ed5984bded,,
Granger & Co. Chelsea,,https://www.google.com/maps/place/Granger+%26+Co.+Chelsea/data=!4m2!3m1!1s0x4876053e01c1a39d:0x80619661c1c7d468,,
Super Kebab,Buen kebab para acabar la noche en Dalston,https://www.google.com/maps/place/Super+Kebab/data=!4m2!3m1!1s0x48761c8b8cef14b1:0xee5a2dbb29270b4e,,
Supernova,Muy buenas burgers,https://www.google.com/maps/place/Supernova/data=!4m2!3m1!1s0x487605931f125e57:0x255978e99789e741,,
The Elder Press Cafe,Lugar deli para cafesito! Quedarse en la terraza y esta wow,https://www.google.com/maps/place/The+Elder+Press+Cafe/data=!4m2!3m1!1s0x48760f355517ca2b:0xb9afd8f1cd6c3a42,,
The Falcon,Pub sports bar con terraza muy cool y local,https://www.google.com/maps/place/The+Falcon/data=!4m2!3m1!1s0x487604590de750f7:0x3abd6d43e39fa058,,
Cinnamon Bazaar,,https://www.google.com/maps/place/Cinnamon+Bazaar/data=!4m2!3m1!1s0x487604cc0eb02233:0xee4641360219bb94,,
The Cock and Bottle,,https://www.google.com/maps/place/The+Cock+and+Bottle/data=!4m2!3m1!1s0x4876100285637903:0x253946df7dc7d03,,
Marta,Foccaccia di Marta la mejor!!! Con trufa,https://www.google.com/maps/place/Marta/data=!4m2!3m1!1s0x48760548249f3035:0x1ec72698439e51c4,,
Lyle's,,https://www.google.com/maps/place/Lyle's/data=!4m2!3m1!1s0x48761cb0cce43ccd:0xda438df0c880096f,,
The Waterman’s Arms,"De los mejores restaurantes de Londres. La zona esta increible muy tipo pueblito. Neighbourhood restaurant buenisimo que tiene vista al rio. Vale la pena pedir mesa arriba en la terraza si esta bueno el clima. El pescado esta de otro nivel, se deshace.",https://www.google.com/maps/place/The+Waterman%E2%80%99s+Arms/data=!4m2!3m1!1s0x48760f403f821d2b:0x1c98f23df2d67f51,,
HIMI,Buenisimo sushi en Soho. Vale la pena sentarse en la barra para ver que se antoja y platicar con los cocineros. El temaki de otoro y los camarones wow. Carisisisimo eso si.,https://www.google.com/maps/place/HIMI/data=!4m2!3m1!1s0x48760500222197e7:0xc3c27f904feac7f3,,
Mother Vine,Deli pa un vino,https://www.google.com/maps/place/Mother+Vine/data=!4m2!3m1!1s0x48760506927f9be3:0x1a515697459b9934,,
Mildreds Soho,Bueno vegano con salsas ricas y comida asiatica/mexicana y de mundo bien sazonada,https://www.google.com/maps/place/Mildreds+Soho/data=!4m2!3m1!1s0x487604d4925cc9b1:0x1382b06767ef178b,,
Sushi Shop,Mejor takeaway sushi,https://www.google.com/maps/place/Sushi+Shop/data=!4m2!3m1!1s0x48760542a06ff037:0xb61f54d783c33683,,
Yashin Ocean House,Bueno take away,https://www.google.com/maps/place/Yashin+Ocean+House/data=!4m2!3m1!1s0x48760566e077a957:0xd2fccf934847f156,,
HJEM,,https://www.google.com/maps/place/HJEM/data=!4m2!3m1!1s0x487605e3975d3c41:0xf6d10df5cfb9329e,,
NAC,"El postre, la hamburguesa y la pasta delis!! ",https://www.google.com/maps/place/NAC/data=!4m2!3m1!1s0x4876053286565dc9:0x5e8818df1bc3dea1,,
Bank of Friendship,,https://www.google.com/maps/place/Bank+of+Friendship/data=!4m2!3m1!1s0x48761b81eb2bbdf7:0xf6846b1eb7860d40,,
The Wolseley,,https://www.google.com/maps/place/The+Wolseley/data=!4m2!3m1!1s0x4876052f571cfeaf:0x5350dedd3b5bb322,,
Granger and Co. Notting Hill,,https://www.google.com/maps/place/Granger+and+Co.+Notting+Hill/data=!4m2!3m1!1s0x48760ffd63068e2b:0xecefe50d6423ac66,,
Dishoom Covent Garden,,https://www.google.com/maps/place/Dishoom+Covent+Garden/data=!4m2!3m1!1s0x487604b7c7d895c5:0x9c3887a3670e0076,,
The Dreamery,,https://www.google.com/maps/place/The+Dreamery/data=!4m2!3m1!1s0x48761d342d569415:0x3b5cb337d6947d8,,
Naked & Famous Bar,,https://www.google.com/maps/place/Naked+%26+Famous+Bar/data=!4m2!3m1!1s0x48760fcd26e671f7:0xf237a203802c3c6b,,
Jeru,,https://www.google.com/maps/place/Jeru/data=!4m2!3m1!1s0x48760505ec5a430f:0x715a14cfb14b98fa,,
Bar Daskal,,https://www.google.com/maps/place/Bar+Daskal/data=!4m2!3m1!1s0x48760394cdbe851b:0xe2fdff51b4c19617,,
B London,,https://www.google.com/maps/place/B+London/data=!4m2!3m1!1s0x48760567e904c233:0xc2ed82992d17fe6a,,
Afternoon Tea at The Ritz,,https://www.google.com/maps/place/Afternoon+Tea+at+The+Ritz/data=!4m2!3m1!1s0x48760529cd5fd799:0x207a8754eb7d3a92,,
Kiln,,https://www.google.com/maps/place/Kiln/data=!4m2!3m1!1s0x487604d46eeab9ff:0x327d3035b194d3b8,,
"Mestizo Mexican Market, Chelsea",,"https://www.google.com/maps/place/Mestizo+Mexican+Market,+Chelsea/data=!4m2!3m1!1s0x4876053372cd0ff7:0xbb84f2bfd9e5443",,
Al Hamra,,https://www.google.com/maps/place/Al+Hamra/data=!4m2!3m1!1s0x4876052f2e056ca3:0x56627775f2f8f922,,
Mayyil - Lebanese On The Go,,https://www.google.com/maps/place/Mayyil+-+Lebanese+On+The+Go/data=!4m2!3m1!1s0x48760fcd47577805:0xa674756eb92b0a55,,
"The Churchill Arms, Kensington",,"https://www.google.com/maps/place/The+Churchill+Arms,+Kensington/data=!4m2!3m1!1s0x48760ffa31d53019:0x379aa0d23b50cf3a",,
Blend Juice+Coffee Bar,,https://www.google.com/maps/place/Blend+Juice%2BCoffee+Bar/data=!4m2!3m1!1s0x48760f57a42a32ed:0xa70e3bf0ea5d946d,,
Cafe Jumo,Muy buen lugar para desayunar y buenisimo el avo toast,https://www.google.com/maps/place/Cafe+Jumo/data=!4m2!3m1!1s0x48760f1907828049:0xa75168db191e6472,,
The Pig's Ear,,https://www.google.com/maps/place/The+Pig's+Ear/data=!4m2!3m1!1s0x4876056e3a418ddf:0xf62b72282dc89185,,
Canonbury Tavern,,https://www.google.com/maps/place/Canonbury+Tavern/data=!4m2!3m1!1s0x48761b631a936b87:0xb49d93aa26321bbd,,
Lore of the Land,Pub imposible de encontrar reservacion pero famoso por su sunday roast. ,https://www.google.com/maps/place/Lore+of+the+Land/data=!4m2!3m1!1s0x48761b783c613277:0x9979279b7986df20,,
Roebuck,,https://www.google.com/maps/place/Roebuck/data=!4m2!3m1!1s0x48760c3dee1bbaf3:0xaff5c18ce5922c96,,
White Cross,,https://www.google.com/maps/place/White+Cross/data=!4m2!3m1!1s0x48760c470ed0a25b:0x97a5c19d6066202f,,
Pear Tree Cafe,Cafeteria linda en el parque,https://www.google.com/maps/place/Pear+Tree+Cafe/data=!4m2!3m1!1s0x4876050595eea9fb:0x92eb238934f035eb,,
Sessions Arts Club,Lugar increible!! La comida equis pero vale la pena ir,https://www.google.com/maps/place/Sessions+Arts+Club/data=!4m2!3m1!1s0x48761b03660fcde5:0xb606de409a3692ee,,
Brutto,Deli muy italiano. ,https://www.google.com/maps/place/Brutto/data=!4m2!3m1!1s0x48761b8e0f5df703:0x9e21a6a190df2cd1,,
tease,Lugar de smoothies deli. Matcha con seasalt y datil,https://www.google.com/maps/place/tease/data=!4m2!3m1!1s0x487605645de31267:0xee3b25698031276b,,
Cleo,,https://www.google.com/maps/place/Cleo/data=!4m2!3m1!1s0x487605006fb1366f:0xd1802ca5455de129,,
Kiss the Hippo Coffee Chelsea,,https://www.google.com/maps/place/Kiss+the+Hippo+Coffee+Chelsea/data=!4m2!3m1!1s0x4876058572d60a83:0x3f5c6b0b17f86e93,,
Phat Phuc Noodle Bar,Increíble restaurante en Chelsea. Muy sencillo pero muy cool. La comida espectacular y muy barato. A las 4 pm no habia cola en domingo.,https://www.google.com/maps/place/Phat+Phuc+Noodle+Bar/data=!4m2!3m1!1s0x4876056c10d1bbc1:0xfa1f46a6b0952116,,
Crisp Pizza,La mejor pizza de Londres sin duda. Todas las pizzas están excelentes y padre experiencia al ser un pub normal. Vale la pena hacer la cola. Dura como 1 hora pero si lo valen.,https://www.google.com/maps/place/Crisp+Pizza/data=!4m2!3m1!1s0x48760f005bf2e35d:0x98d36dbbdb5d2f55,,
Julie's Restaurant,Gran restaurante en una muy buena zona de Notting Hill. El ambiente muy fancy pero de gente joven. Bueno para echar drinks.,https://www.google.com/maps/place/Julie's+Restaurant/data=!4m2!3m1!1s0x4876057dae80cd7d:0x871bbd44f24c027a,,
The Plimsoll,"De los mejores restaurantes/pubs de Londres. La comida espectacular pero casual. Ambiente casual, casero, cozy y friendly. La hamburguesa esta impresionante y si es la mejor de la ciudad hasta lo que vamos.",https://www.google.com/maps/place/The+Plimsoll/data=!4m2!3m1!1s0x48761b4b35a84039:0xcf341b5e3f1b3a92,,
Bar Crispin,Buen wine bar en soho. La comida rica pero tampoco nada del otro mundo y ni cierra muy tarde para ser soho. Buena opcion de vinos de todo tipo eso si.,https://www.google.com/maps/place/Bar+Crispin/data=!4m2!3m1!1s0x487605f81badaf13:0x77926e447f3dfc91,,
"Kricket Shoreditch - Kafé, Restaurant & Bar",,"https://www.google.com/maps/place/Kricket+Shoreditch+-+Kaf%C3%A9,+Restaurant+%26+Bar/data=!4m2!3m1!1s0x48761d00685e0c01:0x5e2b81bff913a090",,
Rochelle Canteen,,https://www.google.com/maps/place/Rochelle+Canteen/data=!4m2!3m1!1s0x48761cb9d954f035:0x761c3b782e228426,,
JUNK SOHO,,https://www.google.com/maps/place/JUNK+SOHO/data=!4m2!3m1!1s0x4876053aea7cbcab:0xdd6e0679405aa433,,
The Mayfair Chippy,"Buen fish and chips en central. Perfecto para llevar a invitados turistas, hay camarones igual y lobster roll. Se llena entonces tratar de ir con reservacion o hacer cola. ",https://www.google.com/maps/place/The+Mayfair+Chippy/data=!4m2!3m1!1s0x4876053296ce3eeb:0x49900da706103950,,
Mercato Mayfair,,https://www.google.com/maps/place/Mercato+Mayfair/data=!4m2!3m1!1s0x48760509d1f4d6b7:0xeb4ea82d4f8172d1,,
Hollywood Arms,,https://www.google.com/maps/place/Hollywood+Arms/data=!4m2!3m1!1s0x48760563a7c77abb:0xbe31db066db8ca02,,
The Goods Shed Market,,https://www.google.com/maps/place/The+Goods+Shed+Market/data=!4m2!3m1!1s0x47decb007bdad96f:0xc66e877e5187c0f5,,
sketch,Ya paso de moda pero bueno porq el bar cierra tarde,https://www.google.com/maps/place/sketch/data=!4m2!3m1!1s0x4876052a8fed866b:0xb07500db019d0324,,
KURO BAGELS,Buenisismos para un picnic en el parque. Pedimos el de huevo y salchicha y el de salmon. Nos quedamos con antojo del de tomato,https://www.google.com/maps/place/KURO+BAGELS/data=!4m2!3m1!1s0x48760fee2f924395:0xa65afff227c1aef4,,
Fonda,Buenisimo mexicano que fuimos del cumple de Fran! ,https://www.google.com/maps/place/Fonda/data=!4m2!3m1!1s0x4876059b322a97cf:0xbcf3aa9bcbf15484,,
EVE X Proper Slice,Lugar muy agusto que tambien es hotel. La pizza New York buenisisima! ,https://www.google.com/maps/place/EVE+X+Proper+Slice/data=!4m2!3m1!1s0x48760fe43f63d479:0x3b3dc85e2119a5ac,,
Hjem,Cafe alado de la casa muy agusto! En sabados se llena toda la glorieta y tiene ambiente familiar cool.,https://www.google.com/maps/place/Hjem/data=!4m2!3m1!1s0x48760558d4acfa2d:0x738610b77c958cda,,
