Title,Note,URL,Tags,Comment
orkidé,,https://www.google.com/maps/place/orkid%C3%A9/data=!4m2!3m1!1s0x85d1ff65686ed511:0x1da8955e188164a0,,
Marne Café,,https://www.google.com/maps/place/Marne+Caf%C3%A9/data=!4m2!3m1!1s0x85d1ff005e7841fd:0xd91fd699ac561e8,,
Raku Café,,https://www.google.com/maps/place/Raku+Caf%C3%A9/data=!4m2!3m1!1s0x85d1ff461e705985:0x42680ca337973ddb,,
Ritmo Café,,https://www.google.com/maps/place/Ritmo+Caf%C3%A9/data=!4m2!3m1!1s0x85d1ff9434f2ae51:0x992303fb322bc28,,
Via Romana Deli,,https://www.google.com/maps/place/Via+Romana+Deli/data=!4m2!3m1!1s0x48760da897d2acb1:0xd2c7a92b1e0d0e,,
Av. Clavería 157,Taqueria el paisa. Tacos de pstor favoritos de tacotios,https://www.google.com/maps/place/Av.+Claver%C3%ADa+157/data=!4m2!3m1!1s0x85d1f89ade7726f1:0xa21e1e5c3bcfb9ff,,
Taqueria los pacientes,Pedir el de hamburguesa aplastada,https://www.google.com/maps/place/Taqueria+los+pacientes/data=!4m2!3m1!1s0x85d1ff601e30d541:0x800e331a6c92a236,,
Siembra Taquería,,https://www.google.com/maps/place/Siembra+Taquer%C3%ADa/data=!4m2!3m1!1s0x85d1f950aa53b059:0x8544886ee93134c8,,
Tacos del Valle (Roma Norte),,https://www.google.com/maps/place/Tacos+del+Valle+(Roma+Norte)/data=!4m2!3m1!1s0x85d1ff0038236413:0x95ae6d6cb0ac8681,,
Chetito,,https://www.google.com/maps/place/Chetito/data=!4m2!3m1!1s0x85d1ff80711c2cdd:0x3be6f44926d9896a,,
Chetito,,https://www.google.com/maps/place/Chetito/data=!4m2!3m1!1s0x85d1ff391e26f125:0xa280eaf18c3a58ea,,
Jowong,,https://www.google.com/maps/place/Jowong/data=!4m2!3m1!1s0x85d1ffefce767dcf:0xe4daa53078519269,,
Ostería 8,Barato italiano,https://www.google.com/maps/place/Oster%C3%ADa+8/data=!4m2!3m1!1s0x85d1ffe970c5d2dd:0x57eca2efc8975aa6,,
Sente,Lo vi caminando en la calle,https://www.google.com/maps/place/Sente/data=!4m2!3m1!1s0x85d1ff00587012eb:0x8e327df52d136bb1,,
CANA,,https://www.google.com/maps/place/CANA/data=!4m2!3m1!1s0x85d1ff2d8c095555:0xa9c930b3964cf28c,,
The Mat MX,,https://www.google.com/maps/place/The+Mat+MX/data=!4m2!3m1!1s0x85d1ff8010a6cb99:0x224175631e2ad0a6,,
Filigrana,,https://www.google.com/maps/place/Filigrana/data=!4m2!3m1!1s0x85d1ff0a75bd0915:0x5642f90afc58edfd,,
